OBJECTID,scientific,family,date,OBJECTID_1,gno,Shape_Length,Shape_Area,geometry
96,Pygoluciola qingyu,Lampyridae,2024-3-15,453097,1368,0.03748601101523205,8.770877377666338e-05,"[[[114.174271351, 22.418338683, 0], [114.174271517, 22.409308193, 0], [114.183983719, 22.409308056, 0], [114.183984181, 22.418338545, 0], [114.174271351, 22.418338683, 0]]]"
97,Pygoluciola qingyu,Lampyridae,2024-3-6,453098,1568,0.03748225749499155,8.769183899840307e-05,"[[[114.077162436, 22.391216492, 0], [114.07716887, 22.382185986, 0], [114.086879174, 22.382191676, 0], [114.086873367, 22.391222185, 0], [114.077162436, 22.391216492, 0]]]"
98,Pygoluciola qingyu,Lampyridae,2024-3-6,453099,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
99,Pygoluciola qingyu,Lampyridae,2024-3-6,453100,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
100,Pygoluciola qingyu,Lampyridae,2024-3-6,453101,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
101,Pygoluciola qingyu,Lampyridae,2024-3-6,453102,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
102,Pygoluciola qingyu,Lampyridae,2024-3-6,453103,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
103,Pygoluciola qingyu,Lampyridae,2024-2-5,453104,1934,0.03747612905018843,8.766420616026794e-05,"[[[114.232519562, 22.346084934, 0], [114.232515975, 22.337054368, 0], [114.24222316, 22.337050741, 0], [114.242227372, 22.346081306, 0], [114.232519562, 22.346084934, 0]]]"
104,Pygoluciola qingyu,Lampyridae,2024-2-5,453105,1934,0.03747612905018843,8.766420616026794e-05,"[[[114.232519562, 22.346084934, 0], [114.232515975, 22.337054368, 0], [114.24222316, 22.337050741, 0], [114.242227372, 22.346081306, 0], [114.232519562, 22.346084934, 0]]]"
105,Pygoluciola qingyu,Lampyridae,2024-2-5,453106,1934,0.03747612905018843,8.766420616026794e-05,"[[[114.232519562, 22.346084934, 0], [114.232515975, 22.337054368, 0], [114.24222316, 22.337050741, 0], [114.242227372, 22.346081306, 0], [114.232519562, 22.346084934, 0]]]"
106,Pygoluciola qingyu,Lampyridae,2024-2-5,453107,1934,0.03747612905018843,8.766420616026794e-05,"[[[114.232519562, 22.346084934, 0], [114.232515975, 22.337054368, 0], [114.24222316, 22.337050741, 0], [114.242227372, 22.346081306, 0], [114.232519562, 22.346084934, 0]]]"
107,Pygoluciola qingyu,Lampyridae,2024-2-5,453108,1934,0.03747612905018843,8.766420616026794e-05,"[[[114.232519562, 22.346084934, 0], [114.232515975, 22.337054368, 0], [114.24222316, 22.337050741, 0], [114.242227372, 22.346081306, 0], [114.232519562, 22.346084934, 0]]]"
108,Pygoluciola qingyu,Lampyridae,2024-2-28,453109,2555,0.03746509360231682,8.761444008601546e-05,"[[[114.145167553, 22.264815931, 0], [114.145169584, 22.255785273, 0], [114.154871161, 22.255786873, 0], [114.154869752, 22.264817532, 0], [114.145167553, 22.264815931, 0]]]"
109,Pygoluciola qingyu,Lampyridae,2024-1-30,453110,1299,0.037487244131096366,8.77143344448784e-05,"[[[114.183984643, 22.427369024, 0], [114.183984181, 22.418338545, 0], [114.19369701, 22.418337824, 0], [114.1936981, 22.427368303, 0], [114.183984643, 22.427369024, 0]]]"
110,Pygoluciola qingyu,Lampyridae,2024-1-18,453111,2532,0.03746476143641218,8.761288953768154e-05,"[[[113.922017917, 22.264619187, 0], [113.922034261, 22.255588618, 0], [113.931735733, 22.255603539, 0], [113.93172001, 22.264634115, 0], [113.922017917, 22.264619187, 0]]]"
111,Pygoluciola qingyu,Lampyridae,2024-1-18,453112,2532,0.03746476143641218,8.761288953768154e-05,"[[[113.922017917, 22.264619187, 0], [113.922034261, 22.255588618, 0], [113.931735733, 22.255603539, 0], [113.93172001, 22.264634115, 0], [113.922017917, 22.264619187, 0]]]"
112,Pygoluciola qingyu,Lampyridae,2024-1-3,453113,1430,0.037484742752410274,8.770304928384233e-05,"[[[114.096573934, 22.409288285, 0], [114.096579119, 22.400257795, 0], [114.106290683, 22.400262324, 0], [114.106286125, 22.409292817, 0], [114.096573934, 22.409288285, 0]]]"
113,Pygoluciola qingyu,Lampyridae,2024-3-15,453114,1368,0.03748601101523205,8.770877377666338e-05,"[[[114.174271351, 22.418338683, 0], [114.174271517, 22.409308193, 0], [114.183983719, 22.409308056, 0], [114.183984181, 22.418338545, 0], [114.174271351, 22.418338683, 0]]]"
114,Pygoluciola qingyu,Lampyridae,2024-3-18,453115,1498,0.03748348950224083,8.76973943377776e-05,"[[[114.077155999, 22.400246987, 0], [114.077162436, 22.391216492, 0], [114.086873367, 22.391222185, 0], [114.086867557, 22.400252683, 0], [114.077155999, 22.400246987, 0]]]"
115,Pygoluciola qingyu,Lampyridae,2024-3-18,453116,1498,0.03748348950224083,8.76973943377776e-05,"[[[114.077155999, 22.400246987, 0], [114.077162436, 22.391216492, 0], [114.086873367, 22.391222185, 0], [114.086867557, 22.400252683, 0], [114.077155999, 22.400246987, 0]]]"
116,Pygoluciola qingyu,Lampyridae,2024-3-20,453117,1856,0.03747737625405178,8.766983318498241e-05,"[[[114.154855626, 22.355123574, 0], [114.154857042, 22.346093015, 0], [114.164564858, 22.346094041, 0], [114.164564067, 22.355124601, 0], [114.154855626, 22.355123574, 0]]]"
117,Pygoluciola qingyu,Lampyridae,2024-3-20,453118,1856,0.03747737625405178,8.766983318498241e-05,"[[[114.154855626, 22.355123574, 0], [114.154857042, 22.346093015, 0], [114.164564858, 22.346094041, 0], [114.164564067, 22.355124601, 0], [114.154855626, 22.355123574, 0]]]"
118,Pygoluciola qingyu,Lampyridae,2024-3-20,453119,1856,0.03747737625405178,8.766983318498241e-05,"[[[114.154855626, 22.355123574, 0], [114.154857042, 22.346093015, 0], [114.164564858, 22.346094041, 0], [114.164564067, 22.355124601, 0], [114.154855626, 22.355123574, 0]]]"
119,Pygoluciola qingyu,Lampyridae,2024-3-20,453120,1857,0.03747737805640475,8.766984163423009e-05,"[[[114.164564067, 22.355124601, 0], [114.164564858, 22.346094041, 0], [114.174272674, 22.346094485, 0], [114.174272509, 22.355125045, 0], [114.164564067, 22.355124601, 0]]]"
120,Pygoluciola qingyu,Lampyridae,2024-3-20,453121,1857,0.03747737805640475,8.766984163423009e-05,"[[[114.164564067, 22.355124601, 0], [114.164564858, 22.346094041, 0], [114.174272674, 22.346094485, 0], [114.174272509, 22.355125045, 0], [114.164564067, 22.355124601, 0]]]"
121,Pygoluciola qingyu,Lampyridae,2024-3-20,453122,1857,0.03747737805640475,8.766984163423009e-05,"[[[114.164564067, 22.355124601, 0], [114.164564858, 22.346094041, 0], [114.174272674, 22.346094485, 0], [114.174272509, 22.355125045, 0], [114.164564067, 22.355124601, 0]]]"
122,Pygoluciola qingyu,Lampyridae,2024-3-20,453123,1857,0.03747737805640475,8.766984163423009e-05,"[[[114.164564067, 22.355124601, 0], [114.164564858, 22.346094041, 0], [114.174272674, 22.346094485, 0], [114.174272509, 22.355125045, 0], [114.164564067, 22.355124601, 0]]]"
123,Pygoluciola qingyu,Lampyridae,2024-3-20,453124,1858,0.03747737801526982,8.766984144278744e-05,"[[[114.174272509, 22.355125045, 0], [114.174272674, 22.346094485, 0], [114.18398049, 22.346094348, 0], [114.183980951, 22.355124908, 0], [114.174272509, 22.355125045, 0]]]"
124,Pygoluciola qingyu,Lampyridae,2024-3-20,453125,1788,0.03747860801524228,8.767538811621036e-05,"[[[114.174272344, 22.364155595, 0], [114.174272509, 22.355125045, 0], [114.183980951, 22.355124908, 0], [114.183981411, 22.364155457, 0], [114.174272344, 22.364155595, 0]]]"
125,Pygoluciola qingyu,Lampyridae,2024-3-20,453126,1788,0.03747860801524228,8.767538811621036e-05,"[[[114.174272344, 22.364155595, 0], [114.174272509, 22.355125045, 0], [114.183980951, 22.355124908, 0], [114.183981411, 22.364155457, 0], [114.174272344, 22.364155595, 0]]]"
126,Pygoluciola qingyu,Lampyridae,2024-3-20,453127,1858,0.03747737801526982,8.766984144278744e-05,"[[[114.174272509, 22.355125045, 0], [114.174272674, 22.346094485, 0], [114.18398049, 22.346094348, 0], [114.183980951, 22.355124908, 0], [114.174272509, 22.355125045, 0]]]"
127,Pygoluciola qingyu,Lampyridae,2024-3-20,453128,1858,0.03747737801526982,8.766984144278744e-05,"[[[114.174272509, 22.355125045, 0], [114.174272674, 22.346094485, 0], [114.18398049, 22.346094348, 0], [114.183980951, 22.355124908, 0], [114.174272509, 22.355125045, 0]]]"
128,Pygoluciola qingyu,Lampyridae,2024-3-20,453129,1858,0.03747737801526982,8.766984144278744e-05,"[[[114.174272509, 22.355125045, 0], [114.174272674, 22.346094485, 0], [114.18398049, 22.346094348, 0], [114.183980951, 22.355124908, 0], [114.174272509, 22.355125045, 0]]]"
129,Pygoluciola qingyu,Lampyridae,2024-3-18,453130,1427,0.037484715124501265,8.770292037685637e-05,"[[[114.067437376, 22.409271191, 0], [114.067444444, 22.400240708, 0], [114.077155999, 22.400246987, 0], [114.077149558, 22.409277473, 0], [114.067437376, 22.409271191, 0]]]"
130,Pygoluciola qingyu,Lampyridae,2024-3-18,453131,1427,0.037484715124501265,8.770292037685637e-05,"[[[114.067437376, 22.409271191, 0], [114.067444444, 22.400240708, 0], [114.077155999, 22.400246987, 0], [114.077149558, 22.409277473, 0], [114.067437376, 22.409271191, 0]]]"
131,Pygoluciola qingyu,Lampyridae,2024-3-18,453132,1428,0.03748472550969026,8.770296874652265e-05,"[[[114.077149558, 22.409277473, 0], [114.077155999, 22.400246987, 0], [114.086867557, 22.400252683, 0], [114.086861744, 22.409283171, 0], [114.077149558, 22.409277473, 0]]]"
132,Pygoluciola qingyu,Lampyridae,2024-3-18,453133,1428,0.03748472550969026,8.770296874652265e-05,"[[[114.077149558, 22.409277473, 0], [114.077155999, 22.400246987, 0], [114.086867557, 22.400252683, 0], [114.086861744, 22.409283171, 0], [114.077149558, 22.409277473, 0]]]"
133,Pygoluciola qingyu,Lampyridae,2024-3-18,453134,1428,0.03748472550969026,8.770296874652265e-05,"[[[114.077149558, 22.409277473, 0], [114.077155999, 22.400246987, 0], [114.086867557, 22.400252683, 0], [114.086861744, 22.409283171, 0], [114.077149558, 22.409277473, 0]]]"
134,Pygoluciola qingyu,Lampyridae,2024-3-18,453135,1428,0.03748472550969026,8.770296874652265e-05,"[[[114.077149558, 22.409277473, 0], [114.077155999, 22.400246987, 0], [114.086867557, 22.400252683, 0], [114.086861744, 22.409283171, 0], [114.077149558, 22.409277473, 0]]]"
135,Pygoluciola qingyu,Lampyridae,2024-3-18,453136,1428,0.03748472550969026,8.770296874652265e-05,"[[[114.077149558, 22.409277473, 0], [114.077155999, 22.400246987, 0], [114.086867557, 22.400252683, 0], [114.086861744, 22.409283171, 0], [114.077149558, 22.409277473, 0]]]"
136,Pygoluciola qingyu,Lampyridae,2024-3-20,453137,1857,0.03747737805640475,8.766984163423009e-05,"[[[114.164564067, 22.355124601, 0], [114.164564858, 22.346094041, 0], [114.174272674, 22.346094485, 0], [114.174272509, 22.355125045, 0], [114.164564067, 22.355124601, 0]]]"
137,Scincella reevesii,Scincidae,2024-3-19,453138,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
138,Scincella reevesii,Scincidae,2024-4-16,453139,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
139,Hemidactylus bowringii,Gekkonidae,2024-4-19,453140,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
140,Hemidactylus bowringii,Gekkonidae,2024-5-2,453141,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
141,Hemidactylus bowringii,Gekkonidae,2024-5-2,453142,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
142,Hemidactylus bowringii,Gekkonidae,2024-5-2,453143,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
143,Hemidactylus bowringii,Gekkonidae,2024-5-2,453144,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
144,Hemidactylus bowringii,Gekkonidae,2024-5-2,453145,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
145,Hemidactylus bowringii,Gekkonidae,2024-5-2,453146,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
146,Hemidactylus bowringii,Gekkonidae,2024-5-2,453147,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
147,Hemidactylus bowringii,Gekkonidae,2024-4-19,453148,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
148,Hemidactylus bowringii,Gekkonidae,2024-4-19,453149,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
149,Hemidactylus bowringii,Gekkonidae,2024-4-19,453150,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
150,Calotes versicolor,Agamidae,2024-5-26,453151,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
151,Calotes versicolor,Agamidae,2024-5-7,453152,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
152,Calotes versicolor,Agamidae,2024-3-5,453153,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
153,Lycodon capucinus,Colubridae,2024-1-12,453154,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
154,Lycodon capucinus,Colubridae,2024-2-18,453155,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
155,Scincella reevesii,Scincidae,2024-1-2,453156,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
156,Scincella reevesii,Scincidae,2024-2-2,453157,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
157,Scincella reevesii,Scincidae,2024-2-2,453158,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
158,Pteroptyx maipo,Lampyridae,2024-4-19,453159,933,0.037493322268188564,8.774172691570917e-05,"[[[114.028521501, 22.472453227, 0], [114.028531113, 22.463422829, 0], [114.038247051, 22.463431468, 0], [114.038238068, 22.47246187, 0], [114.028521501, 22.472453227, 0]]]"
159,Pteroptyx maipo,Lampyridae,2024-4-19,453160,933,0.037493322268188564,8.774172691570917e-05,"[[[114.028521501, 22.472453227, 0], [114.028531113, 22.463422829, 0], [114.038247051, 22.463431468, 0], [114.038238068, 22.47246187, 0], [114.028521501, 22.472453227, 0]]]"
160,Pteroptyx maipo,Lampyridae,2024-4-19,453161,934,0.03749333601139196,8.774179105345291e-05,"[[[114.038238068, 22.47246187, 0], [114.038247051, 22.463431468, 0], [114.047962993, 22.463439523, 0], [114.04795464, 22.472469928, 0], [114.038238068, 22.47246187, 0]]]"
161,Pteroptyx maipo,Lampyridae,2024-4-19,453162,934,0.03749333601139196,8.774179105345291e-05,"[[[114.038238068, 22.47246187, 0], [114.038247051, 22.463431468, 0], [114.047962993, 22.463439523, 0], [114.04795464, 22.472469928, 0], [114.038238068, 22.47246187, 0]]]"
162,Pteroptyx maipo,Lampyridae,2024-4-19,453163,934,0.03749333601139196,8.774179105345291e-05,"[[[114.038238068, 22.47246187, 0], [114.038247051, 22.463431468, 0], [114.047962993, 22.463439523, 0], [114.04795464, 22.472469928, 0], [114.038238068, 22.47246187, 0]]]"
163,Pteroptyx maipo,Lampyridae,2024-4-19,453164,934,0.03749333601139196,8.774179105345291e-05,"[[[114.038238068, 22.47246187, 0], [114.038247051, 22.463431468, 0], [114.047962993, 22.463439523, 0], [114.04795464, 22.472469928, 0], [114.038238068, 22.47246187, 0]]]"
164,Pteroptyx maipo,Lampyridae,2024-4-19,453165,863,0.03749456228508874,8.774731897883908e-05,"[[[114.028511883, 22.481483615, 0], [114.028521501, 22.472453227, 0], [114.038238068, 22.47246187, 0], [114.038229081, 22.481492262, 0], [114.028511883, 22.481483615, 0]]]"
165,Pteroptyx maipo,Lampyridae,2024-4-19,453166,863,0.03749456228508874,8.774731897883908e-05,"[[[114.028511883, 22.481483615, 0], [114.028521501, 22.472453227, 0], [114.038238068, 22.47246187, 0], [114.038229081, 22.481492262, 0], [114.028511883, 22.481483615, 0]]]"
166,Pteroptyx maipo,Lampyridae,2024-4-19,453167,863,0.03749456228508874,8.774731897883908e-05,"[[[114.028511883, 22.481483615, 0], [114.028521501, 22.472453227, 0], [114.038238068, 22.47246187, 0], [114.038229081, 22.481492262, 0], [114.028511883, 22.481483615, 0]]]"
